,batch_size,num_microbatches,prompt_len,new_tokens,time (s),throughput (tokens/s),peak memory GPU:0,peak memory GPU:1
0,8,1,16,16,1.1857423870000048,107.94924884472354,5.354964733123779,5.328948497772217
1,8,2,16,16,1.3395109459999617,95.55726318044113,5.427854537963867,5.378402233123779
2,8,4,16,16,2.1615593869999543,59.21650858626292,5.540442943572998,5.4208664894104
3,8,1,16,32,2.070784334999985,123.62465548591369,5.601199150085449,5.479846000671387
4,8,2,16,32,2.440778045000002,104.88458814369571,5.662348747253418,5.510730743408203
5,8,4,16,32,3.9901735290000033,64.15761072530532,5.7883148193359375,5.57102108001709
6,8,1,16,48,2.920454704000008,131.48637418483275,5.853124141693115,5.626715183258057
7,8,2,16,48,3.5548520199999984,108.02137412178416,5.90568208694458,5.646116733551025
8,8,4,16,48,5.813943749000032,66.04811064194524,5.925290584564209,5.6990437507629395
9,8,1,16,64,3.8251925989999904,133.84946947085768,5.947992324829102,5.686380386352539
10,8,2,16,64,4.683640104999995,109.31668286242086,5.9607253074646,5.683122158050537
11,8,4,16,64,7.6711602409999955,66.7434891091855,5.962031364440918,5.6990437507629395
12,8,1,16,80,4.7520991860000095,134.67732363109786,6.006424427032471,5.7265849113464355
13,8,2,16,80,5.865476429000012,109.1130461006919,6.012104034423828,5.722644805908203
14,8,4,16,80,9.531200806000015,67.1478875565303,6.009071350097656,5.722949981689453
15,8,1,16,96,5.7143634650000195,134.39817132808113,6.057468414306641,5.766788482666016
16,8,2,16,96,6.997869983999976,109.74768061652553,6.052802085876465,5.76425838470459
17,8,4,16,96,11.400591416999987,67.36492624889593,6.05936861038208,5.765945911407471
18,8,1,32,16,1.3209406029999968,96.90064769702617,5.896047115325928,5.6177239418029785
19,8,2,32,16,1.5639639450000118,81.843318964747,5.890957355499268,5.613855838775635
20,8,4,32,16,2.220776693000005,57.63749250587066,5.890349864959717,5.612025737762451
21,8,1,32,32,2.21966795000003,115.33256584616475,5.9310994148254395,5.6488566398620605
22,8,2,32,32,2.701403814999992,94.76554322553245,5.928351402282715,5.645697593688965
23,8,4,32,32,4.070274912999992,62.89501458055458,5.963591575622559,5.677666187286377
24,8,1,32,48,3.144020226000009,122.13661885011005,5.972698211669922,5.686396598815918
25,8,2,32,48,3.830452830000013,100.24924389944745,5.96977424621582,5.68297004699707
26,8,4,32,48,5.915870592999909,64.910141958544,5.970427513122559,5.688087463378906
27,8,1,32,64,4.087238468999999,125.26795387235335,6.015365123748779,5.726502895355225
28,8,2,32,64,4.983004445000006,102.74925612674211,6.010936260223389,5.724140644073486
29,8,4,32,64,7.763127004000012,65.95280480870505,6.009010314941406,5.7239227294921875
30,8,1,32,80,5.05213495199996,126.67911805219035,6.057088851928711,5.766789436340332
31,8,2,32,80,6.20682957300005,103.1122237968358,6.0532145500183105,5.762481212615967
32,8,4,32,80,9.75265545000002,65.6231529229302,6.05930757522583,5.770451068878174
33,8,1,32,96,6.084157161000007,126.22948087583089,6.102758884429932,5.809926509857178
34,8,2,32,96,7.446566136999991,103.13478533199536,6.097055435180664,5.804132461547852
35,8,4,32,96,11.684626381000044,65.72739041522264,6.09553861618042,5.801346302032471
36,8,1,48,16,1.5997207280000794,80.01396603769808,5.969325065612793,5.68796443939209
37,8,2,48,16,1.6818615150000369,76.10614718180123,5.957779407501221,5.681164264678955
38,8,4,48,16,2.595413715999939,49.31776356536871,5.95613431930542,5.699044227600098
39,8,1,48,32,2.515927925000028,101.7517224782968,5.971769332885742,5.68796443939209
40,8,2,48,32,2.841386764000049,90.09685103185608,5.96909761428833,5.6829705238342285
41,8,4,48,32,4.4818801789999725,57.118885328416,5.970187664031982,5.697995185852051
42,8,1,48,48,3.4906461470000067,110.00828609626447,6.014805316925049,5.7266716957092285
43,8,2,48,48,3.9861142929999005,96.3344178751599,6.010672569274902,5.724133491516113
44,8,4,48,48,6.356620571000008,60.4094574642183,6.010925769805908,5.72367525100708
45,8,1,48,64,4.48283210999989,114.21351222542495,6.057075500488281,5.766790390014648
46,8,2,48,64,5.176706309999986,98.90458707517472,6.052743911743164,5.762321472167969
47,8,4,48,64,8.328788933000055,61.47352323593774,6.057671546936035,5.765793800354004
48,8,1,48,80,5.466763395999919,117.07109922999298,6.101344585418701,5.808602809906006
49,8,2,48,80,6.402607057999944,99.95928130562555,6.099392414093018,5.804171085357666
50,8,4,48,80,10.219877679999968,62.62305871355615,6.095478057861328,5.802720069885254
51,8,1,48,96,6.461077814999953,118.86561685064702,6.150008201599121,5.855091094970703
52,8,2,48,96,7.598517744999981,101.07234407728582,6.137115001678467,5.843045711517334
53,8,4,48,96,12.160628725000038,63.154629367240844,6.147744178771973,5.848997116088867
54,8,1,64,16,2.0665601450000395,61.938676360178015,6.029922962188721,5.745891094207764
55,8,2,64,16,1.8512236830000575,69.14345423269741,6.025393009185791,5.744139194488525
56,8,4,64,16,2.6963954379999677,47.470781991436354,6.021914958953857,5.741149425506592
57,8,1,64,32,3.0304586729999983,84.47566115348907,6.029388904571533,5.745357036590576
58,8,2,64,32,3.023773922000032,84.6624141234317,6.027101993560791,5.743650913238525
59,8,4,64,32,4.511999455000023,56.737595505759806,6.021914958953857,5.741149425506592
60,8,1,64,48,3.9771988100000044,96.55036580884413,6.057727813720703,5.766791343688965
61,8,2,64,48,4.208147655000062,91.25155091545722,6.054659366607666,5.762321949005127
62,8,4,64,48,6.382388858000013,60.16556003457463,6.055130958557129,5.765793800354004
63,8,1,64,64,4.9895384919999515,102.61470090288363,6.1019415855407715,5.8091654777526855
64,8,2,64,64,5.382989888999987,95.11442721567431,6.097721099853516,5.805163383483887
65,8,4,64,64,8.337429778,61.40981257209696,6.094387054443359,5.801194190979004
66,8,1,64,80,5.983431576000044,106.96203204981639,6.152863502502441,5.85944938659668
67,8,2,64,80,6.590313789999982,97.11221959887918,6.1370086669921875,5.84235954284668
68,8,4,64,80,10.170107830000006,62.929519597827074,6.14781379699707,5.850519180297852
69,8,1,64,96,7.021870149999927,109.37257220571189,6.186021327972412,5.887770175933838
70,8,2,64,96,7.817918370000029,98.23586837988398,6.1797661781311035,5.881653308868408
71,8,4,64,96,12.156218609000007,63.17754103495652,6.177637100219727,5.878274917602539
72,8,1,80,16,2.168315553999946,59.03199825499346,6.100804328918457,5.817108154296875
73,8,2,80,16,2.2294010040000103,57.414525143902466,6.090460300445557,5.804810047149658
74,8,4,80,16,2.731578779000074,46.85934778233117,6.093196392059326,5.805713176727295
75,8,1,80,32,3.160890171999881,80.98984338896847,6.100804328918457,5.817108154296875
76,8,2,80,32,3.4196616179999637,74.86120809512292,6.090460300445557,5.804810047149658
77,8,4,80,32,4.6393023850000645,55.180710105835544,6.087703227996826,5.805713176727295
78,8,1,80,48,4.12855850699998,93.01067172693016,6.102044582366943,5.817108154296875
79,8,2,80,48,4.601867762999973,83.44437949465743,6.099166393280029,5.804810047149658
80,8,4,80,48,6.545223735000036,58.66873548517405,6.095028400421143,5.805713176727295
81,8,1,80,64,5.163421040000003,99.15906451045483,6.1462554931640625,5.849514007568359
