,batch_size,num_microbatches,prompt_len,new_tokens,time (s),throughput (tokens/s),peak memory GPU:0,peak memory GPU:1
0,8,1,16,1,0.8265852630029258,9.678372405209071,2.999390125274658,3.0677971839904785
1,8,2,16,1,0.307859926000674,25.985843964577853,2.978292465209961,3.0544824600219727
2,8,4,16,1,0.4535146400012309,17.64000385958497,3.0168256759643555,3.096756935119629
3,8,8,16,1,0.6240862100021332,12.818741820897879,3.1355676651000977,3.2053136825561523
4,8,1,32,1,0.31102113900124095,25.721724335811402,3.2918829917907715,3.3443522453308105
5,8,2,32,1,0.3406576760025928,23.483985723953307,3.214939594268799,3.2838940620422363
6,8,4,32,1,0.46144190600170987,17.336960288930403,3.217545509338379,3.250185966491699
7,8,8,32,1,0.7638993809996464,10.472583430465829,3.2817277908325195,3.2345075607299805
8,8,1,48,1,0.4906629350007279,16.30447182644463,3.4791359901428223,3.4004902839660645
9,8,2,48,1,0.4396519100009755,18.19621345437178,3.3724546432495117,3.312403678894043
10,8,4,48,1,0.5524071879990515,14.482070787271754,3.3193883895874023,3.262503147125244
11,8,8,48,1,0.7579790679992584,10.554381166641699,3.3434228897094727,3.240481376647949
12,8,1,64,1,0.49226578999878257,16.251383221287398,3.6014933586120605,3.4467825889587402
13,8,2,64,1,0.4661673999980849,17.161217193722397,3.460233211517334,3.332885265350342
14,8,4,64,1,0.5689406960009364,14.061219484265601,3.3958287239074707,3.2752041816711426
15,8,8,64,1,0.8277982030012936,9.664191068541735,3.3689374923706055,3.246607780456543
16,8,1,80,1,0.6416993540005933,12.46689738757724,3.6896557807922363,3.496778964996338
17,8,2,80,1,0.5661540080000123,14.130430743148297,3.5279922485351562,3.3589773178100586
18,8,4,80,1,0.7364035559985496,10.863608594545893,3.4623284339904785,3.2888107299804688
19,8,8,80,1,0.995646781000687,8.034978018971248,3.427077293395996,3.253544330596924
20,8,1,96,1,1.03379883499656,7.738449424763204,3.7904372215270996,3.5482821464538574
21,8,2,96,1,0.7724979819977307,10.356014108038798,3.590895175933838,3.3854012489318848
22,8,4,96,1,0.7731687380000949,10.34702983554803,3.4995479583740234,3.3053035736083984
23,8,8,96,1,1.0302184719985235,7.765343194129279,3.443894863128662,3.2606778144836426
24,8,1,112,1,0.8164828859989939,9.79812331303397,3.8613572120666504,3.601292133331299
25,8,2,112,1,0.8197530059987912,9.759037101977759,3.6301469802856445,3.4157276153564453
26,8,4,112,1,0.7954626819991972,10.057039985702401,3.5147552490234375,3.3198180198669434
27,8,8,112,1,1.0511327339991112,7.610837091490259,3.4691972732543945,3.2685742378234863
28,8,1,128,1,1.1942818950010405,6.698586015149321,3.9401354789733887,3.655808925628662
29,8,2,128,1,0.7996447529985744,10.00444256027559,3.6768717765808105,3.4385123252868652
30,8,4,128,1,0.8645099519999349,9.25379746235773,3.546703815460205,3.330840587615967
31,8,8,128,1,1.0673140810031327,7.495450629191613,3.478203296661377,3.2755398750305176
32,16,1,16,1,0.4208623180020368,38.01718356719826,3.6197123527526855,3.3976492881774902
33,16,2,16,1,0.43241972299802,37.00108748294365,3.512573719024658,3.3065667152404785
34,16,4,16,1,0.545268991998455,29.34331538156737,3.460226058959961,3.2615137100219727
35,16,8,16,1,0.832663543002127,19.21544438262878,3.4347944259643555,3.240311622619629
36,16,1,32,1,0.6723397089990613,23.797493716115376,3.7391037940979004,3.489560604095459
37,16,2,32,1,0.48902093799915747,32.71843546303853,3.5761847496032715,3.3537516593933105
38,16,4,32,1,0.6277410879993113,25.488215294292722,3.490818500518799,3.2853589057922363
39,16,8,32,1,0.8527190310014703,18.76350757788167,3.450089454650879,3.251650810241699
40,16,1,48,1,0.8897588589970837,17.982400330393833,3.858821392059326,3.5825209617614746
41,16,2,48,1,0.7723721250004019,20.715403213174834,3.6343483924865723,3.4064106941223145
42,16,4,48,1,0.7694668189978984,20.793619172347572,3.5267515182495117,3.3139915466308594
43,16,8,48,1,1.0334848830025294,15.481600421204073,3.4659948348999023,3.264700412750244
44,16,1,64,1,1.1848262550010986,13.504089677676129,3.9803271293640137,3.678483486175537
45,16,2,64,1,0.797619252000004,20.05969635246457,3.6968302726745605,3.4497122764587402
46,16,4,64,1,0.8079218800012313,19.803894901293692,3.556058406829834,3.335814952850342
47,16,8,64,1,1.0753464619992883,14.878925597851262,3.4824986457824707,3.2781338691711426
48,16,1,80,1,1.2726665449990833,12.572028441284692,4.102645397186279,3.7784247398376465
49,16,2,80,1,1.1574562569985574,13.823416568234027,3.7597241401672363,3.500441074371338
50,16,4,80,1,1.1146101539998199,14.354794761723108,3.5895156860351562,3.3654165267944336
51,16,8,80,1,1.3660133039993525,11.712916670105567,3.5002455711364746,3.2921524047851562
52,16,1,96,1,1.4657537459970627,10.91588545735981,4.226630687713623,3.8813681602478027
53,16,2,96,1,1.4111531150010705,11.338245176879946,3.8201003074645996,3.5526766777038574
54,16,4,96,1,1.3393008390012255,11.946531753039064,3.620558261871338,3.3897957801818848
55,16,8,96,1,1.5465674549996038,10.34549120264793,3.5200557708740234,3.3096981048583984
56,16,1,112,1,1.7544672029980575,9.119577711489267,4.349719524383545,3.987313747406006
57,16,2,112,1,1.4105284230026882,11.343266636158743,3.8838181495666504,3.606419086456299
58,16,4,112,1,1.4353860139999597,11.146827295197854,3.6526079177856445,3.4208545684814453
59,16,8,112,1,1.5369416499997897,10.41028460644696,3.5372161865234375,3.3249449729919434
60,16,1,128,1,2.413479237999127,6.629433453616389,4.475451946258545,4.097238063812256
61,16,2,128,1,1.8983036620011262,8.428577745634938,3.9459948539733887,3.661668300628662
62,16,4,128,1,1.3971440609966521,11.45193287268201,3.6827311515808105,3.4443717002868652
63,16,8,128,1,1.5120125479988928,10.581922763257197,3.552563190460205,3.336699962615967
64,24,1,16,1,0.675171530998341,35.54652247335199,3.724653720855713,3.488243579864502
65,24,2,16,1,0.6570953690024908,36.524378548631994,3.5695619583129883,3.3558921813964844
66,24,4,16,1,0.6833488519987441,35.121153609612136,3.486888885498047,3.284773349761963
67,24,8,16,1,0.8980308919999516,26.72513853788595,3.4478721618652344,3.2515058517456055
68,24,1,32,1,0.9218357860008837,26.03500576183641,3.904466152191162,3.6239047050476074
69,24,2,32,1,0.8006431030007661,29.975903008530675,3.657156467437744,3.4251961708068848
70,24,4,32,1,0.7966516660017078,30.126090265338817,3.5370426177978516,3.3218822479248047
71,24,8,32,1,1.2296584140021878,19.517615401733266,3.472163677215576,3.269970417022705
72,24,1,48,1,1.0602523009983997,22.636121588606883,4.08744478225708,3.7647957801818848
73,24,2,48,1,1.0540713679984037,22.768856766856363,3.755007743835449,3.5004167556762695
74,24,4,48,1,1.0640087070023583,22.556206393851255,3.5835423469543457,3.362429618835449
75,24,8,48,1,1.3489469950000057,17.791655334833894,3.49710750579834,3.289529800415039
76,24,1,64,1,1.5745733000003383,15.242224671277508,4.267730236053467,3.910184383392334
77,24,2,64,1,1.5426366569990932,15.557778878849827,3.841020107269287,3.5670275688171387
78,24,4,64,1,1.3338471620008931,17.993065985159646,3.6286416053771973,3.396181583404541
79,24,8,64,1,1.4070527120020415,17.056930273672062,3.5253829956054688,3.313932418823242
80,24,1,80,1,2.0658951190016523,11.617240284491327,4.477303981781006,4.078381061553955
81,24,2,80,1,1.6126416929982952,14.882413188374246,3.937411308288574,3.646024703979492
82,24,4,80,1,1.3904608939992613,17.2604638530832,3.678511619567871,3.436255931854248
83,24,8,80,1,1.5108669239998562,15.884919855457953,3.550175189971924,3.3353991508483887
84,24,1,96,1,2.715441827000177,8.838340693349876,4.6509833335876465,4.226661205291748
85,24,2,96,1,1.7798060220011394,13.48461557232816,4.028309345245361,3.72141695022583
86,24,4,96,1,1.881581196001207,12.755229511756134,3.7268600463867188,3.477828025817871
87,24,8,96,1,1.7892806999989261,13.41321124182159,3.5719261169433594,3.353898048400879
88,24,1,112,1,3.2886584340012632,7.297808660171359,4.830711841583252,4.380124568939209
89,24,2,112,1,2.4926520850021916,9.628299169548525,4.126291275024414,3.8073034286499023
90,24,4,112,1,2.2470553389975976,10.68064483481137,3.7765603065490723,3.5203208923339844
91,24,8,112,1,2.418262961000437,9.924479011195368,3.5987277030944824,3.375784397125244
92,24,1,128,1,3.3750804139999673,7.110941683180955,5.008815288543701,4.53671407699585
93,24,2,128,1,2.423678003000532,9.902305492019904,4.216582775115967,3.884824275970459
94,24,4,128,1,2.4495345180002914,9.797779873538056,3.8197340965270996,3.5588793754577637
95,24,8,128,1,2.481498069002555,9.67157714116089,3.622530460357666,3.396639347076416
96,32,1,16,1,0.7718510890008474,41.4587741806825,3.8310599327087402,3.5783495903015137
97,32,2,16,1,0.8054324030017597,39.73021184737472,3.6211771965026855,3.3991141319274902
98,32,4,16,1,0.7600960989984742,42.09993978677719,3.514038562774658,3.3080315589904785
99,32,8,16,1,1.006807875000959,31.783621080605393,3.461690902709961,3.2629785537719727
100,32,1,32,1,1.242947221002396,25.745260506068032,4.070804119110107,3.760201930999756
101,32,2,32,1,1.001417572999344,31.95470187741649,3.741057872772217,3.492490291595459
102,32,4,32,1,0.849679760998697,37.661247765143685,3.5800909996032715,3.3566813468933105
103,32,8,32,1,1.1114404569998442,28.791465884172403,3.493748188018799,3.2882885932922363
104,32,1,48,1,1.607778148001671,19.90324351638516,4.312161922454834,3.948047161102295
105,32,2,48,1,1.4176149459999579,22.573125438817822,3.863215923309326,3.5869154930114746
106,32,4,48,1,1.4625071180016675,21.880235389024282,3.6387429237365723,3.4070820808410645
107,32,8,48,1,1.4289613290020498,22.393888029389842,3.5311460494995117,3.3186302185058594
108,32,1,64,1,2.4857953319988155,12.873143491772897,4.55513334274292,4.141885280609131
109,32,2,64,1,2.0050710049981717,15.95953456023827,3.9861865043640137,3.684342861175537
110,32,4,64,1,1.3936689990005107,22.960975685725412,3.7026896476745605,3.4555716514587402
111,32,8,64,1,1.4997364570008358,21.337082159083746,3.561917781829834,3.341674327850342
112,32,1,80,1,2.7274810369999614,11.732437207042057,4.831943988800049,4.366130352020264
113,32,2,80,1,2.115362983997329,15.12742741651397,4.109969615936279,3.7857489585876465
114,32,4,80,1,1.7839735300003667,17.937485877379256,3.7670483589172363,3.507765293121338
115,32,8,80,1,1.8339167699996324,17.44899251889518,3.59744930267334,3.3727407455444336
116,32,1,96,1,3.2675390020012856,9.793303149679561,5.04664945602417,4.548272609710693
117,32,2,96,1,2.459486913998262,13.01084377309381,4.235419750213623,3.8901572227478027
118,32,4,96,1,2.461976443999447,12.99768731662454,3.8288893699645996,3.5614657402038574
119,32,8,96,1,2.488610972002789,12.858578685059394,3.629347324371338,3.3985848426818848
120,32,1,112,1,4.30293170999721,7.436790113506297,5.323026180267334,4.78377103805542
121,32,2,112,1,2.7996402329990815,11.430040054010933,4.359973430633545,3.997567653656006
122,32,4,112,1,2.271253227998386,14.089137928579198,3.8940720558166504,3.616672992706299
123,32,8,112,1,2.6791868309992424,11.943922547598193,3.6628618240356445,3.4311084747314453
124,32,1,128,1,4.694189990001178,6.816937547939335,5.543155193328857,4.977166652679443
125,32,2,128,1,3.8205649179981265,8.37572471266033,4.487170696258545,4.108956813812256
126,32,4,128,1,3.3031203169994114,9.687809382937989,3.9577136039733887,3.673387050628662
127,32,8,128,1,2.6032409430008556,12.292369665603205,3.6944499015808105,3.4560904502868652
128,40,1,16,1,0.9639327309996588,41.49667161786019,3.9384427070617676,3.6691880226135254
129,40,2,16,1,0.8247145480017934,48.50163016636032,3.6781654357910156,3.447096824645996
130,40,4,16,1,0.9604844000023149,41.64565296417474,3.541191577911377,3.3312911987304688
131,40,8,16,1,1.2085660249977082,33.09707469236184,3.4770984649658203,3.276928424835205
132,40,1,32,1,1.4773111200011044,27.07621939511976,4.237142086029053,3.8964991569519043
133,40,2,32,1,1.061297584001295,37.68971172928929,3.8259358406066895,3.559418201446533
134,40,4,32,1,1.2372839550007484,32.32887635722699,3.623751640319824,3.3940515518188477
135,40,8,32,1,1.4058074179993127,28.453399439964794,3.517777442932129,3.308561325073242
