,batch_size,num_microbatches,prompt_len,new_tokens,time (s),throughput (tokens/s),peak memory GPU:0,peak memory GPU:1,peak memory GPU:2,peak memory GPU:3
0,16,1,128,128,15.378709085000082,133.1711256569354,5.125911712646484,5.07220458984375,5.072380065917969,5.125911712646484
1,16,2,128,128,23.985257413999534,85.38578363576949,5.094921112060547,5.0412139892578125,5.041389465332031,5.094921112060547
2,16,1,128,256,29.924994543999674,136.87554709416975,5.163143157958984,5.1114044189453125,5.111579895019531,5.163143157958984
3,16,2,128,256,44.481634505999864,92.08294716435195,5.116466522216797,5.0647125244140625,5.064888000488281,5.116466522216797
4,16,1,128,512,64.09934784500001,127.80161226927376,5.237621307373047,5.18975830078125,5.189933776855469,5.237621307373047
5,16,2,128,512,87.17301786299959,93.97403234191664,5.159557342529297,5.1117095947265625,5.111885070800781,5.159557342529297
6,16,1,128,1024,138.24614346899943,118.51325171811376,5.387386322021484,5.3473663330078125,5.347541809082031,5.387386322021484
7,16,2,128,1024,176.11315045899937,93.03109936594049,5.499645233154297,5.2057037353515625,5.205879211425781,5.245746612548828
8,16,1,256,128,18.745495549001134,109.25291330103722,5.542797088623047,5.2364044189453125,5.236579895019531,5.288143157958984
9,16,2,256,128,25.88213206399996,79.12794799654891,5.496837615966797,5.1897125244140625,5.189888000488281,5.241466522216797
10,16,1,256,256,33.774995020999995,121.27314889175452,5.579303741455078,5.27557373046875,5.275749206542969,5.325389862060547
11,16,2,256,256,46.2766039170001,88.51124873697354,5.516918182373047,5.2132110595703125,5.213386535644531,5.263011932373047
12,16,1,256,512,66.83509199599939,122.57034074989163,5.653743743896484,5.3539581298828125,5.354133605957031,5.399837493896484
13,16,2,256,512,90.45867599100166,90.56068873719637,5.561481475830078,5.260215759277344,5.2603912353515625,5.306102752685547
14,16,1,256,1024,142.0171458629993,115.36635172069484,5.802684783935547,5.5113067626953125,5.511482238769531,5.549373626708984
15,16,2,256,1024,183.2978591230003,89.38456825622644,5.646190643310547,5.3542022705078125,5.354377746582031,5.392292022705078
16,16,1,512,128,25.03114022200134,81.81808666470145,5.969387054443359,5.665679931640625,5.665855407714844,5.715480804443359
17,16,2,512,128,30.539367720999508,67.06098235923045,5.836483001708984,5.53277587890625,5.532951354980469,5.582576751708984
18,16,1,512,256,42.94580252599917,95.37602650504208,5.969387054443359,5.665679931640625,5.665855407714844,5.715480804443359
19,16,2,512,256,52.10723254899858,78.60712994397394,5.836483001708984,5.53277587890625,5.532951354980469,5.582576751708984
20,16,1,512,512,78.79266526699939,103.96906834208897,5.978221893310547,5.6823272705078125,5.682502746582031,5.724300384521484
21,16,2,512,512,98.93363689099897,82.80298043652849,5.853099822998047,5.5572052001953125,5.557380676269531,5.599201202392578
22,16,1,512,1024,158.15590968200013,103.59397908647784,6.127147674560547,5.83905029296875,5.839225769042969,5.873241424560547
23,16,2,512,1024,192.82655554200028,84.96755000340883,5.939281463623047,5.6511993408203125,5.651374816894531,5.685382843017578
24,16,1,1024,128,41.269055832999584,49.62555984531095,7.886562347412109,7.590667724609375,7.590843200683594,7.632656097412109
25,16,2,1024,128,42.432762570000705,48.264592639271235,7.058254241943359,6.762359619140625,6.762535095214844,6.804347991943359
26,16,1,1024,256,57.63178919699931,71.07188683660137,7.886562347412109,7.590667724609375,7.590843200683594,7.632656097412109
27,16,2,1024,256,66.20945536999898,61.86427568555399,7.058254241943359,6.762359619140625,6.762535095214844,6.804347991943359
28,16,1,1024,512,101.41691955500028,80.77547647813664,7.886562347412109,7.590667724609375,7.590843200683594,7.632656097412109
29,16,2,1024,512,120.29444854200119,68.09956817865736,7.058254241943359,6.762359619140625,6.762535095214844,6.804347991943359
30,16,1,1024,1024,188.94579701399925,86.71269887409079,7.886562347412109,7.590667724609375,7.590843200683594,7.632656097412109
31,16,2,1024,1024,249.07302588699895,65.77990507664687,7.058254241943359,6.762359619140625,6.762535095214844,6.804347991943359
32,32,1,128,128,21.730804249998982,188.48819182567493,5.580516815185547,5.276763916015625,5.276939392089844,5.326595306396484
33,32,2,128,128,29.83779607499855,137.27555445799456,5.518489837646484,5.21478271484375,5.214958190917969,5.264583587646484
34,32,1,128,256,41.91301094500159,195.45243386951068,5.654979705810547,5.3552093505859375,5.355384826660156,5.401073455810547
35,32,2,128,256,57.68923772400012,142.0022230002864,5.564022064208984,5.2617950439453125,5.261970520019531,5.307674407958984
36,32,1,128,512,85.28395782299958,192.11115921711507,5.803890228271484,5.51251220703125,5.512687683105469,5.550563812255859
37,32,2,128,512,115.15397446300085,142.27906658370878,5.647762298583984,5.35577392578125,5.355949401855469,5.393871307373047
38,32,1,128,1024,181.5928211240007,180.44766195699094,6.101741790771484,5.825347900390625,5.825523376464844,5.847835540771484
39,32,2,128,1024,256.75122487500084,127.62548656176062,5.820995330810547,5.5446319580078125,5.544807434082031,5.567073822021484
40,32,1,256,128,28.362807718000113,144.41447548934033,5.904979705810547,5.6052093505859375,5.605384826660156,5.651073455810547
41,32,2,256,128,36.62342184500085,111.84099665332364,5.813060760498047,5.5117950439453125,5.511970520019531,5.557674407958984
42,32,1,256,256,50.95403814199926,160.77234108846184,5.979427337646484,5.68353271484375,5.683708190917969,5.725490570068359
43,32,2,256,256,64.56490180100081,126.88008146049742,5.854671478271484,5.55877685546875,5.558952331542969,5.600780487060547
44,32,1,256,512,96.09877755600064,170.4912426222319,6.128353118896484,5.840240478515625,5.840415954589844,5.874446868896484
45,32,2,256,512,125.63299702499899,130.4115987676378,5.940853118896484,5.65277099609375,5.652946472167969,5.686962127685547
46,32,1,256,1024,194.0720486449991,168.8445102155847,6.426204681396484,6.153717041015625,6.153892517089844,6.172298431396484
