,batch_size,num_microbatches,prompt_len,new_tokens,time (s),throughput (tokens/s),peak memory GPU:0,peak memory GPU:1,peak memory GPU:2,peak memory GPU:3
0,16,1,257,1,67.39343390400063,0.23741185265602266,6.153213024139404,6.37299919128418,6.37299919128418,5.366556644439697
1,16,2,257,1,43.78095009200024,0.3654557511058573,4.321704864501953,4.5414910316467285,4.5414910316467285,4.2674689292907715
2,16,4,257,1,31.946476146999885,0.5008377113762693,3.4691104888916016,3.6869912147521973,3.6869912147521973,3.7746291160583496
3,16,8,257,1,26.14827209699979,0.6118951164591795,3.138838291168213,3.3497133255004883,3.3497133255004883,3.622015953063965
4,24,1,257,1,102.41714132800007,0.2343357731801735,8.327239036560059,8.547025680541992,8.547025680541992,6.807309627532959
5,24,2,257,1,65.7356071840004,0.36509893234608226,5.543752193450928,5.763538360595703,5.759918212890625,5.119375705718994
6,24,4,257,1,47.71782814400012,0.5029566711958092,4.14237642288208,4.3621625900268555,4.3621625900268555,4.266374588012695
7,24,8,257,1,38.932224958000006,0.6164559057667818,3.4378342628479004,3.657620429992676,3.657620429992676,3.8393630981445312
8,40,1,257,1,171.2639750649996,0.23355758258453857,12.167078018188477,12.386863708496094,12.386863708496094,9.181543350219727
9,40,2,257,1,109.59852654699989,0.3649684102536408,7.506776332855225,7.7265625,7.723133087158203,6.3498854637146
10,40,4,257,1,79.39648467200004,0.5038006426260129,5.170088291168213,5.389874458312988,5.389874458312988,4.930068492889404
11,40,8,257,1,64.49313148300007,0.6202210852568651,4.008040904998779,4.227827072143555,4.227827072143555,4.222143650054932
