,batch_size,num_microbatches,prompt_len,new_tokens,time (s),throughput (tokens/s),peak memory GPU:0,peak memory GPU:1,peak memory GPU:2,peak memory GPU:3
0,16,1,128,128,10.26490514300167,199.51475161913893,5.773989677429199,3.859908103942871,3.859908103942871,5.758344650268555
1,16,1,128,256,21.25555449300009,192.70257105496356,5.773989677429199,3.859908103942871,3.859908103942871,5.758344650268555
2,16,1,128,384,34.42650861099901,178.46712454707182,5.773989677429199,3.859908103942871,3.859908103942871,5.758344650268555
3,16,1,128,512,49.849967060999916,164.3331075821112,5.8845038414001465,3.970407485961914,3.970407485961914,5.758344650268555
4,16,1,256,128,13.71764630600228,149.29674918822474,6.996848106384277,5.082762718200684,5.082762718200684,6.965559005737305
5,16,1,256,256,26.908360929999617,152.2203455890711,6.996848106384277,5.082762718200684,5.082762718200684,6.965559005737305
6,16,1,256,384,42.32537519100151,145.16114676536242,6.996848106384277,5.082762718200684,5.082762718200684,6.965559005737305
7,16,1,256,512,60.18024121800045,136.12441283385385,6.996848106384277,5.082762718200684,5.082762718200684,6.965559005737305
8,16,1,384,128,17.436195308000606,117.45681691580239,8.219706535339355,6.305617332458496,6.305617332458496,8.172773361206055
9,16,1,384,256,32.79856684900005,124.88350539392171,8.219706535339355,6.305617332458496,6.305617332458496,8.172773361206055
10,16,1,384,384,50.457020944999385,121.76699862437894,8.219706535339355,6.305617332458496,6.305617332458496,8.172773361206055
11,16,1,384,512,70.45892328099944,116.26632395912762,8.219706535339355,6.305617332458496,6.305617332458496,8.172773361206055
12,32,1,128,128,15.423746702999779,265.5645271458825,6.999290466308594,5.085205078125,5.085205078125,6.968001365661621
13,32,1,128,256,32.78546194199953,249.86684691197564,6.999290466308594,5.085205078125,5.085205078125,6.968001365661621
14,32,1,128,384,54.7809522489988,224.31154435115866,6.999290466308594,5.085205078125,5.085205078125,6.968001365661621
15,32,1,128,512,81.79384470500008,200.3084713659198,7.2199578285217285,5.305842399597168,5.305842399597168,6.968001365661621
16,32,1,256,128,22.89515661999758,178.90246692710474,9.44500732421875,7.530914306640625,7.530914306640625,9.382430076599121
17,32,1,256,256,45.020361604001664,181.9621102126343,9.44500732421875,7.530914306640625,7.530914306640625,9.382430076599121
18,32,1,256,384,71.98217292299887,170.70893390707698,9.44500732421875,7.530914306640625,7.530914306640625,9.382430076599121
19,32,1,256,512,103.43484329900093,158.39923450783874,9.44500732421875,7.530914306640625,7.530914306640625,9.382430076599121
20,32,1,384,128,30.73773594099839,133.25639884025102,11.890724182128906,9.97662353515625,9.97662353515625,11.796858787536621
21,32,1,384,256,57.443873372998496,142.60876781074884,11.890724182128906,9.97662353515625,9.97662353515625,11.796858787536621
22,32,1,384,384,89.08325330699881,137.93838397047625,11.890724182128906,9.97662353515625,9.97662353515625,11.796858787536621
23,32,1,384,512,125.60260203399957,130.4431575037354,11.890724182128906,9.97662353515625,9.97662353515625,11.796858787536621
