,batch_size,num_microbatches,prompt_len,new_tokens,time (s),throughput (tokens/s),peak memory GPU:0,peak memory GPU:1,peak memory GPU:2,peak memory GPU:3
0,16,1,128,0,2.1282068580003397,962.312470848956,4.822001934051514,4.766341686248779,4.766517162322998,4.822330951690674
1,16,2,128,0,1.5064495660008106,1359.4879285848579,4.851779460906982,4.796119213104248,4.796294689178467,4.852108478546143
2,16,4,128,0,1.3728923859998758,1491.741101403548,4.914275646209717,4.858615398406982,4.858790874481201,4.914604663848877
3,16,1,256,0,4.065237001999776,1007.5673319870627,5.067866802215576,5.014159679412842,5.0143351554870605,5.068195819854736
4,16,2,256,0,3.196976082999754,1281.2107108904872,5.095683574676514,5.042604923248291,5.042235851287842,5.096261501312256
5,16,4,256,0,2.4309142010006326,1684.9628005439151,5.157199382781982,5.10412073135376,5.1037516593933105,5.157777309417725
6,16,1,512,0,8.603640008999719,952.1551333425006,5.699611663818359,5.650439262390137,5.6500701904296875,5.700189590454102
7,16,2,512,0,5.829073847000473,1405.3690543336388,5.464473247528076,5.632189750671387,5.467696666717529,5.591089248657227
8,16,4,512,0,5.647199711000212,1450.6304751437704,5.508159160614014,5.458986759185791,5.458617687225342,5.572244644165039
9,16,1,1024,0,17.68197051900097,926.5935593769836,7.704067230224609,7.662707328796387,7.6623382568359375,7.704645156860352
10,16,2,1024,0,12.069310926999606,1357.4925775876927,6.431148529052734,7.666949272155762,7.3397040367126465,6.900190353393555
11,16,4,1024,0,9.474875451000116,1729.2047884672293,6.122798442840576,6.40596342086792,6.382120132446289,6.533693313598633
12,32,1,128,0,4.5531849350009,899.5900800148788,5.353511333465576,5.300436496734619,5.300063610076904,5.354089260101318
13,32,2,128,0,3.055318062999504,1340.6132898578896,5.373393535614014,5.320314884185791,5.319945812225342,5.373971462249756
14,32,4,128,0,2.837367539999832,1443.5916187298888,5.403171062469482,5.35009241104126,5.3497233390808105,5.403748989105225
15,32,1,256,0,8.43681038700015,970.983064005164,5.686549663543701,5.6373772621154785,5.637008190155029,5.687127590179443
16,32,2,256,0,6.681197665999207,1226.1274713797657,5.702510356903076,5.6533379554748535,5.652968883514404,5.703088283538818
17,32,4,256,0,5.371186693000709,1525.1750624634112,5.730327129364014,5.68120813369751,5.681056499481201,5.730905055999756
18,32,1,512,0,17.473800953001046,937.6322898531199,6.790370941162109,6.7490644454956055,6.748912811279297,6.790948867797852
19,32,2,512,0,12.77286638700025,1282.7191253386186,6.297267436981201,6.255964756011963,6.359401226043701,6.548944473266602
20,32,4,512,0,9.996304677000808,1639.005665533165,6.321162700653076,6.279856204986572,6.279778957366943,6.447778701782227
21,32,1,1024,0,36.40478595000059,900.101432954572,10.68526840209961,10.659586906433105,10.659509658813477,10.685846328735352
22,32,2,1024,0,25.472844771999007,1286.389498043822,8.11562728881836,9.983682632446289,10.390100479125977,9.053033828735352
23,32,4,1024,0,20.270725350999783,1616.5183747795109,7.439357280731201,7.664734840393066,7.763053894042969,8.256513595581055
