,batch_size,num_microbatches,prompt_len,new_tokens,time (s),throughput (tokens/s),peak memory GPU:0,peak memory GPU:1,peak memory GPU:2,peak memory GPU:3
0,16,1,1,1,67.44988739500002,0.23721314620291065,6.373714923858643,6.36408805847168,6.36408805847168,6.593501091003418
1,24,1,1,1,101.60604910300003,0.2362064090856513,8.288890838623047,8.279264450073242,8.279264450073242,8.508676528930664
2,40,1,1,1,169.84843656199996,0.2355040812247851,12.120183944702148,12.110557556152344,12.110557556152344,12.339970588684082
